transaction_id,user_id,amount,time,method,topup_flag,hour,zscore_amount,amount_flag,previous_time,time_diff_sec,rapid_flag,rolling_topups,freq_flag,anomaly_score,is_anomaly
921,user_29,4844.93,2024-01-01 18:45:39,bank_transfer,0,18,-0.1005459781230709,0,2024-01-01 18:34:12,687.0,0,2.0,0,0,0
706,user_8,2944.19,2024-01-01 19:01:38,mobile_money,1,19,-0.8853642739231505,0,2024-01-01 18:30:13,1885.0,0,1.0,0,0,0
722,user_35,3538.64,2024-01-01 19:04:00,mobile_money,0,19,-0.6399150089324852,0,2024-01-01 18:04:42,3558.0,0,1.0,0,0,0
469,user_39,3916.2,2024-01-01 19:05:09,mobile_money,0,19,-0.48401993871652826,0,2024-01-01 17:35:46,5363.0,0,0.0,0,0,0
346,user_7,751.8,2024-01-01 19:08:28,bank_transfer,0,19,-1.7906052766532115,0,2024-01-01 18:26:15,2533.0,0,0.0,0,0,0
436,user_27,8227.94,2024-01-01 19:11:00,mobile_money,0,19,1.2963037450766446,0,2024-01-01 18:45:23,1537.0,0,0.0,0,0,0
640,user_38,2295.67,2024-01-01 19:20:24,card,1,19,-1.1531391201368713,0,2024-01-01 17:48:43,5501.0,0,1.0,0,0,0
931,user_2,9592.89,2024-01-01 19:20:28,mobile_money,0,19,1.8598935747494654,0,2024-01-01 17:59:03,4885.0,0,0.0,0,0,0
536,user_40,3480.76,2024-01-01 19:24:28,mobile_money,1,19,-0.6638137446674665,0,2024-01-01 12:34:13,24615.0,0,1.0,0,0,0
622,user_19,3208.98,2024-01-01 19:24:41,mobile_money,0,19,-0.7760320998515242,0,2024-01-01 14:09:34,18907.0,0,1.0,0,0,0
229,user_12,5400.27,2024-01-01 19:26:33,bank_transfer,0,19,0.12875471128716737,0,2024-01-01 18:01:00,5133.0,0,0.0,0,0,0
363,user_23,2837.87,2024-01-01 19:31:51,bank_transfer,0,19,-0.9292639557362677,0,2024-01-01 16:10:06,12105.0,0,0.0,0,0,0
23,user_14,2981.83,2024-01-01 19:35:13,bank_transfer,0,19,-0.869822663469372,0,2024-01-01 18:14:08,4865.0,0,1.0,0,0,0
186,user_35,25748.0,2024-01-01 19:35:40,card,1,19,8.530361865343036,1,2024-01-01 19:04:00,1900.0,0,1.0,0,1,0
944,user_26,1831.73,2024-01-01 19:35:52,mobile_money,0,19,-1.3447006173187523,0,2024-01-01 17:41:20,6872.0,0,0.0,0,0,0
525,user_26,9311.77,2024-01-01 19:38:19,bank_transfer,1,19,1.7438187200532327,0,2024-01-01 19:35:52,147.0,0,1.0,0,0,0
92,user_4,8793.59,2024-01-01 19:39:58,bank_transfer,0,19,1.529861448402357,0,2024-01-01 17:10:15,8983.0,0,1.0,0,0,0
3,user_7,8158.43,2024-01-01 19:46:22,bank_transfer,0,19,1.267602965516545,0,2024-01-01 19:08:28,2274.0,0,0.0,0,0,0
93,user_34,6079.22,2024-01-01 19:49:54,bank_transfer,1,19,0.40909414852396137,0,2024-01-01 18:39:32,4222.0,0,1.0,0,0,0
249,user_30,3746.95,2024-01-01 19:53:27,mobile_money,0,19,-0.5539035085704607,0,2024-01-01 18:19:44,5623.0,0,0.0,0,0,0
333,user_10,5322.71,2024-01-01 19:54:33,card,0,19,0.09673007508113472,0,2024-01-01 14:09:26,20707.0,0,0.0,0,0,0
671,user_21,3428.02,2024-01-01 20:00:22,card,1,20,-0.6855901669664113,0,2024-01-01 17:00:22,10800.0,0,2.0,0,0,0
397,user_10,4295.65,2024-01-01 20:01:08,bank_transfer,0,20,-0.3273444847663089,0,2024-01-01 19:54:33,395.0,0,0.0,0,0,0
853,user_4,7099.31,2024-01-01 20:04:20,mobile_money,0,20,0.8302907852879077,0,2024-01-01 19:39:58,1462.0,0,1.0,0,0,0
218,user_20,4484.2,2024-01-01 20:07:31,card,1,20,-0.24949191699107126,0,2024-01-01 17:59:30,7681.0,0,1.0,0,0,0
132,user_16,5809.96,2024-01-01 20:07:44,bank_transfer,0,20,0.2979163049855871,0,2024-01-01 16:45:20,12144.0,0,0.0,0,0,0
75,user_7,5856.03,2024-01-01 20:08:32,bank_transfer,1,20,0.3169386746350443,0,2024-01-01 19:46:22,1330.0,0,1.0,0,0,0
411,user_22,4379.31,2024-01-01 20:08:44,bank_transfer,0,20,-0.2928011497354076,0,2024-01-01 15:17:21,17483.0,0,1.0,0,0,0
593,user_22,7093.84,2024-01-01 20:13:03,mobile_money,0,20,0.82803221437446,0,2024-01-01 20:08:44,259.0,0,1.0,0,0,0
146,user_13,3799.57,2024-01-01 20:16:27,bank_transfer,0,20,-0.5321766344451198,0,2024-01-01 17:29:56,9991.0,0,0.0,0,0,0
895,user_25,4523.44,2024-01-01 20:20:07,bank_transfer,0,20,-0.23328966422257325,0,2024-01-01 18:25:06,6901.0,0,0.0,0,0,0
38,user_4,6591.19,2024-01-01 20:22:13,card,0,20,0.6204873021908313,0,2024-01-01 20:04:20,1073.0,0,0.0,0,0,0
922,user_39,6269.08,2024-01-01 20:24:28,mobile_money,1,20,0.48748761719437544,0,2024-01-01 19:05:09,4759.0,0,1.0,0,0,0
188,user_14,6523.14,2024-01-01 20:24:48,mobile_money,1,20,0.5923893587429137,0,2024-01-01 19:35:13,2975.0,0,2.0,0,0,0
711,user_14,3846.98,2024-01-01 20:29:54,bank_transfer,0,20,-0.5126009768570847,0,2024-01-01 20:24:48,306.0,0,1.0,0,0,0
367,user_32,3954.55,2024-01-01 20:33:00,mobile_money,0,20,-0.4681851682355928,0,2024-01-01 17:40:01,10379.0,0,1.0,0,0,0
145,user_8,5398.12,2024-01-01 20:35:15,bank_transfer,0,20,0.12786697317676268,0,2024-01-01 19:01:38,5617.0,0,1.0,0,0,0
540,user_16,8147.97,2024-01-01 20:35:27,bank_transfer,0,20,1.2632840163840655,0,2024-01-01 20:07:44,1663.0,0,0.0,0,0,0
580,user_5,8828.06,2024-01-01 20:36:46,bank_transfer,0,20,1.5440941612700971,0,2024-01-01 18:41:58,6888.0,0,0.0,0,0,0
497,user_5,8253.04,2024-01-01 20:39:14,bank_transfer,1,20,1.3066675713888083,0,2024-01-01 20:36:46,148.0,0,1.0,0,0,0
502,user_31,6212.33,2024-01-01 20:40:37,mobile_money,0,20,0.4640554600941647,0,2024-01-01 18:35:40,7497.0,0,0.0,0,0,0
113,user_36,3888.11,2024-01-01 20:44:57,mobile_money,1,20,-0.49561834035432406,0,2024-01-01 18:15:29,8968.0,0,2.0,0,0,0
251,user_21,6702.8,2024-01-01 20:45:58,bank_transfer,1,20,0.6665712326569904,0,2024-01-01 20:00:22,2736.0,0,2.0,0,0,0
889,user_6,3993.71,2024-01-01 20:52:34,mobile_money,0,20,-0.4520159475828307,0,2024-01-01 12:50:24,28930.0,0,0.0,0,0,0
574,user_6,5692.98,2024-01-01 20:52:54,mobile_money,0,20,0.24961509375065033,0,2024-01-01 20:52:34,20.0,1,0.0,0,1,0
4,user_6,6534.87,2024-01-01 20:53:14,card,0,20,0.5972326927127015,0,2024-01-01 20:52:54,20.0,1,0.0,0,1,0
198,user_2,3948.49,2024-01-01 20:59:27,bank_transfer,0,20,-0.4706873510025934,0,2024-01-01 19:20:28,5939.0,0,0.0,0,0,0
44,user_18,9574.45,2024-01-01 21:00:35,mobile_money,0,21,1.8522796720723227,0,2024-01-01 16:29:55,16240.0,0,1.0,0,0,0
693,user_33,4252.35,2024-01-01 21:02:13,bank_transfer,1,21,-0.34522311740840766,0,2024-01-01 17:39:04,12189.0,0,1.0,0,0,0
99,user_38,1433.5,2024-01-01 21:06:48,mobile_money,0,21,-1.509130360437993,0,2024-01-01 19:20:24,6384.0,0,1.0,0,0,0
891,user_5,6269.44,2024-01-01 21:10:08,bank_transfer,0,21,0.4876362617151872,0,2024-01-01 20:39:14,1854.0,0,1.0,0,0,0
95,user_39,4718.2,2024-01-01 21:22:53,card,1,21,-0.15287297846333017,0,2024-01-01 20:24:28,3505.0,0,2.0,0,0,0
107,user_5,3232.29,2024-01-01 21:29:02,mobile_money,0,21,-0.7664073671289531,0,2024-01-01 21:10:08,1134.0,0,1.0,0,0,0
486,user_40,4868.5,2024-01-01 21:29:22,bank_transfer,0,21,-0.09081389102435794,0,2024-01-01 19:24:28,7494.0,0,1.0,0,0,0
492,user_34,3866.66,2024-01-01 21:29:37,mobile_money,0,21,-0.5044750763860338,0,2024-01-01 19:49:54,5983.0,0,1.0,0,0,0
478,user_12,5558.04,2024-01-01 21:31:14,bank_transfer,1,21,0.19389817253298644,0,2024-01-01 19:26:33,7481.0,0,1.0,0,0,0
723,user_23,6355.85,2024-01-01 21:31:47,card,0,21,0.5233150757245127,0,2024-01-01 19:31:51,7196.0,0,0.0,0,0,0
298,user_6,9416.9,2024-01-01 21:34:14,mobile_money,0,21,1.7872270491447768,0,2024-01-01 20:53:14,2460.0,0,0.0,0,0,0
331,user_31,6646.34,2024-01-01 21:34:51,mobile_money,0,21,0.6432588169763226,0,2024-01-01 20:40:37,3254.0,0,0.0,0,0,0
225,user_24,4132.7,2024-01-01 21:37:10,bank_transfer,1,21,-0.3946267755060328,0,2024-01-01 17:23:20,15230.0,0,2.0,0,0,0
134,user_31,5453.7,2024-01-01 21:40:21,mobile_money,1,21,0.15081603558433465,0,2024-01-01 21:34:51,330.0,0,1.0,0,0,0
635,user_5,6005.6,2024-01-01 21:40:46,bank_transfer,0,21,0.37869634401792596,0,2024-01-01 21:29:02,704.0,0,0.0,0,0,0
477,user_1,4809.41,2024-01-01 21:45:40,mobile_money,0,21,-0.11521223750984613,0,2024-01-01 18:05:35,13205.0,0,0.0,0,0,0
836,user_25,7238.53,2024-01-01 21:47:23,bank_transfer,0,21,0.8877749246974463,0,2024-01-01 20:20:07,5236.0,0,0.0,0,0,0
585,user_30,5395.13,2024-01-01 21:47:26,mobile_money,0,21,0.12663239785113053,0,2024-01-01 19:53:27,6839.0,0,0.0,0,0,0
787,user_31,6556.72,2024-01-01 21:53:18,mobile_money,1,21,0.6062545893230912,0,2024-01-01 21:40:21,777.0,0,2.0,0,0,0
